domain,name,is_tracker_ep,is_tracker_ocd,is_tracker,flagged_by,party_type,session,lifetime_days
consultant_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
consultant_ru,sync_cookie_ok,True,False,True,EasyPrivacy,third_party,False,0
novinky_cz,sznlbr,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,ope_uid,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,ope_uidp,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,cr,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,smn_uid,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,lr_ni-Dhtx53e8,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,lrp_ni-Dhtx53e8,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,lum,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,imid_secure,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,imid_created_secure,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,pfxid,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,pfxids_logicad,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,lr_1wgIneoePoM,True,False,True,EasyPrivacy,third_party,False,0
yomiuri_co_jp,lrp_1wgIneoePoM,True,False,True,EasyPrivacy,third_party,False,0
sexvid_xxx,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
sexvid_xxx,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
sexvid_xxx,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
sexvid_xxx,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
sexvid_xxx,sync_cookie_ok_secondary,True,False,True,EasyPrivacy,third_party,False,0
nginx_com,demdex,True,False,True,EasyPrivacy,third_party,False,0
userapi_com,guid,True,False,True,EasyPrivacy,third_party,False,0
ok_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
ok_ru,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
ok_ru,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
ok_ru,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
ok_ru,sync_cookie_ok_secondary,True,False,True,EasyPrivacy,third_party,False,0
ok_ru,guid,True,False,True,EasyPrivacy,third_party,False,0
newsweek_com,_t,True,False,True,EasyPrivacy,third_party,False,0
newsweek_com,arcid,True,False,True,EasyPrivacy,third_party,False,0
newsweek_com,cohorts,True,False,True,EasyPrivacy,third_party,False,0
newsweek_com,TapAd_TS,True,False,True,EasyPrivacy,third_party,False,0
newsweek_com,TapAd_DID,True,False,True,EasyPrivacy,third_party,False,0
newsweek_com,TapAd_3WAY_SYNCS,True,False,True,EasyPrivacy,third_party,False,0
newsweek_com,gckp,True,False,True,EasyPrivacy,third_party,False,0
filmweb_pl,receive-cookie-deprecation,True,False,True,EasyPrivacy,third_party,False,0
filmweb_pl,Gtest,True,False,True,EasyPrivacy,third_party,False,0
filmweb_pl,Gdynp,True,False,True,EasyPrivacy,third_party,False,0
sonobi_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
tinyurl_com,m,True,False,True,EasyPrivacy,third_party,False,0
go_com,demdex,True,False,True,EasyPrivacy,third_party,False,0
bugsnag_com,_conv_v,True,False,True,EasyPrivacy,first_party,False,0
bugsnag_com,_conv_s,True,False,True,EasyPrivacy,first_party,False,0
uol_com_br,UOLID,True,False,True,EasyPrivacy,first_party,False,0
uol_com_br,gckp,True,False,True,EasyPrivacy,third_party,False,0
hubspot_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
hubspot_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
time_com,demdex,True,False,True,EasyPrivacy,third_party,False,0
time_com,dpm,True,False,True,EasyPrivacy,third_party,False,0
time_com,suid,True,False,True,EasyPrivacy,third_party,False,0
time_com,bitoIsSecure,True,False,True,EasyPrivacy,third_party,False,0
time_com,bito,True,False,True,EasyPrivacy,third_party,False,0
abc_es,demdex,True,False,True,EasyPrivacy,third_party,False,0
abc_es,dextp,True,False,True,EasyPrivacy,third_party,False,0
abc_es,dpm,True,False,True,EasyPrivacy,third_party,False,0
ak2yy_com,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
ak2yy_com,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
ak2yy_com,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
ak2yy_com,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
ak2yy_com,sync_cookie_ok_secondary,True,False,True,EasyPrivacy,third_party,False,0
doubleverify_com,__cf_bm,True,False,True,EasyPrivacy,third_party,False,0
mixpanel_com,optimizelyEndUserId,True,False,True,EasyPrivacy,first_party,False,0
mixpanel_com,TAsessionID,True,False,True,EasyPrivacy,first_party,False,0
mixpanel_com,notice_behavior,True,False,True,EasyPrivacy,first_party,True,0
mixpanel_com,optimizelySession,True,False,True,EasyPrivacy,first_party,False,0
nu_nl,gckp,True,False,True,EasyPrivacy,third_party,False,0
nu_nl,uid,True,False,True,EasyPrivacy,third_party,False,0
nu_nl,tuuid,True,False,True,EasyPrivacy,third_party,False,0
nu_nl,c,True,False,True,EasyPrivacy,third_party,False,0
nu_nl,tuuid_lu,True,False,True,EasyPrivacy,third_party,False,0
nu_nl,bito,True,False,True,EasyPrivacy,third_party,False,0
nu_nl,bitoIsSecure,True,False,True,EasyPrivacy,third_party,False,0
thisvid_com,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
thisvid_com,sync_cookie_csrf,True,False,True,EasyPrivacy,third_party,False,0
thisvid_com,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
thisvid_com,sync_cookie_csrf_secondary,True,False,True,EasyPrivacy,third_party,False,0
thisvid_com,sync_cookie_ok_secondary,True,False,True,EasyPrivacy,third_party,False,0
trendmicro_com,demdex,True,False,True,EasyPrivacy,third_party,False,0
trendmicro_com,dpm,True,False,True,EasyPrivacy,third_party,False,0
trendmicro_com,6suuid,True,False,True,EasyPrivacy,third_party,False,0
scorecardresearch_com,_gat_UA-119005978-5,True,False,True,EasyPrivacy,first_party,False,0
scorecardresearch_com,_ga_NELC7B6GSD,True,False,True,EasyPrivacy,first_party,False,0
adrta_com,__aasi,True,False,True,EasyPrivacy,first_party,True,0
adrta_com,__aast,True,False,True,EasyPrivacy,first_party,True,0
adrta_com,__aavi,True,False,True,EasyPrivacy,first_party,False,0
